customer_id,name,gender,age,income,occupation,city,account_type,account_tenure,balance,has_loan,has_credit_card,has_investment,last_marketing_response,email,mobile_no
B15-CUST020,Emily Robinson,male,47,103496.2,Project Manager,Houston,premium,11,131924.63,True,True,True,negative,emilyrobinson.b15c@yahoo.com,8191247506
B7-014,Eliaah Williams,female,33,51613.8,HR Manager,Orlando,salary,5,13005.05,False,True,False,positive,eliaahwilliams.b701@outlook.com,8378595021
B74-110010,Ethan Hernandez,male,49,64481.2,Sales Executive,Denver,current,16,37566.08,True,True,False,positive,ethanhernandez.b741@outlook.com,9380546770
B80-CUST016,Ava Clark,female,44,120036.9,HR Specialist,Miami,current,10,30244.35,False,True,False,positive,avaclark.b80c@yahoo.com,7488361789
B32-009,El King,male,33,88000.2,Architect,Portland,savings,9,17237.16,True,False,False,positive,elking.b320@outlook.com,9684968334
B36-013,James Walker,male,50,121663.3,Architect,San Francisco,savings,15,18000.24,True,True,True,negative,jameswalker.b360@mail.com,8115162953
B5-011,Ce,female,29,55682.4,HR Specialist,Chicago,salary,5,9230.2,False,True,False,none,ce.b501@outlook.com,8818805287
B55-CUST009,William Walker,female,55,82030.8,Lawyer,San Jose,current,16,19063.93,False,True,False,positive,williamwalker.b55c@mail.com,9862442744
CUST000016,Henry Harris,female,32,58761.9,Nurse,San Diego,savings,7,13108.85,False,True,False,none,henryharris.b420@outlook.com,9816073365
B73-05001266,David S Wilson,other,40,82402.1,Research Scientist,Dallas,savings,2,18000.18,False,True,False,none,davidswilson.b730@mail.com,7337473659
B101-00197,Liam T Smith,female,32,58473.7,Teacher,Denver,salary,3,9765.15,False,True,True,positive,liamtsmith.b101@outlook.com,7774491237
B3-CUST019,Evelyn Clark,female,22,29000.0,Intern,Los Angeles,premium,1,5026.45,False,False,False,none,evelynclark.b3cu@yahoo.com,9718346517
B93-03012,Michael Gob Moore,female,27,42832.7,Graphic Designer,Portland,current,3,3157.02,False,True,False,none,michaelgobmoore.b930@gmail.com,7855140192
B46-0055,Amelia Martinez,male,29,47745.5,Data Analyst,Columbus,salary,3,18000.03,False,True,True,none,ameliamartinez.b460@outlook.com,7362657008
B101-04042,Liam Smith,male,49,72000.0,IT Specialist,Los Angeles,savings,7,40635.64,True,True,True,positive,liamsmith.b101@mail.com,8501783006
B95-CUST003,Isabella Rodriguez,male,63,58763.6,Sales Executive,Miami,premium,12,205294.29,False,True,True,positive,isabellarodriguez.b95c@gmail.com,7221392334
B60-CUST002,Milgyen,male,36,48000.2,Lawyer,New York,savings,2,4022.08,True,True,False,none,milgyen.b60c@gmail.com,7369105974
B31-015,Benjamin Halt,female,50,47865.0,Product Manager,Philadelphia,savings,15,31582.61,True,True,True,positive,benjaminhalt.b310@mail.com,9664482972
B40-010,Jo Davis,male,36,70653.4,Graphic Designer,Nashville,savings,5,12000.25,False,False,False,none,jodavis.b400@yahoo.com,8846606334
B64-CUST002,Mia Smith,female,47,61608.8,HR Manager,Atlanta,savings,9,7457.09,False,True,True,negative,miasmith.b64c@yahoo.com,8930611250
B96-CUST0156,William Lewis,male,52,90800.1,Consultant,Atlanta,premium,18,187748.44,True,True,True,negative,williamlewis.b96c@outlook.com,9743820632
savings,Jacob Harris,female,33,40211.0,Data Analyst,Seattle,savings,4,5643.18,False,True,False,none,jacobharris.savi@outlook.com,8816904581
B21-016,Jack Rodriguez,male,27,46557.3,Nurse,Portland,salary,2,7256.31,False,True,True,negative,jackrodriguez.b210@outlook.com,7485335744
B86-018,Maregson,female,36,57547.8,IT Consultant,San Diego,savings,7,54867.93,False,True,True,positive,maregson.b860@gmail.com,9638786991
B54-008,Henry White,male,52,58353.8,Accountant,Charlotte,salary,18,206217.19,True,True,True,negative,henrywhite.b540@outlook.com,9343066542
B81-004562,D Ricloiai,male,35,61073.5,Bank Manager,Houston,current,9,77325.65,False,True,False,none,dricloiai.b810@gmail.com,7830154069
B23-0042,Michael Garcia,male,55,105097.3,Doctor,Houston,premium,14,35143.21,True,True,True,positive,michaelgarcia.b230@mail.com,7199187800
B49-CUST019,Maria H_Mock,male,37,82252.2,Sales Executive,Phoenix,salary,6,20446.88,True,True,False,positive,mariahmock.b49c@mail.com,9339093328
B77-013,Ella Clark,male,48,70135.4,Software Developer,Austin,savings,14,25000.06,True,True,False,positive,ellaclark.b770@gmail.com,7343560919
CUST000017,Sophia Rodriguez,female,48,42118.7,Consultant,Columbus,premium,12,15000.34,False,True,True,positive,sophiarodriguez.b590@gmail.com,8133177044
B95-CUST017,William Johnson,female,26,40847.5,Data Analyst,San Jose,current,2,7017.55,False,True,False,negative,williamjohnson.b95c@yahoo.com,8687081398
B7-CUST015,Ethan Brown,female,31,55113.4,Sales Executive,San Diego,salary,4,18000.17,False,True,False,none,ethanbrown.b7cu@outlook.com,9243101625
B2eg-CUST005,Charlotte Robinson,male,47,77434.6,Marketing Manager,San Francisco,current,1,40227.42,False,False,True,none,charlotterobinson.b2eg@gmail.com,8685427465
B65-015,Dioel Smith,female,36,58278.1,Software Engineer,Nashville,current,5,15000.03,False,True,True,positive,dioelsmith.b650@mail.com,9486893016
B58-CUST002,Charlotte Patel,female,32,51725.6,IT Consultant,Salt Lake City,current,6,23529.66,False,True,False,positive,charlottepatel.b58c@gmail.com,8523769942
B22-CUST007,Daniel Williams,female,43,72000.4,Chef,Los Angeles,savings,10,25000.18,True,True,True,positive,danielwilliams.b22c@yahoo.com,8691545870
B44-008,Olivia Martin,female,31,56000.2,Graphic Designer,Austin,premium,4,27207.58,False,False,False,positive,oliviamartin.b440@outlook.com,9942652180
B69-1014,Geberuo,female,27,68654.4,Graphic Designer,Los Angeles,current,3,8000.09,False,True,False,negative,geberuo.b691@outlook.com,8542215930
Liam2-0016,Hareser,female,45,82984.4,Marketing Director,Houston,salary,12,151996.36,True,True,True,none,hareser.liam@yahoo.com,8627922787
B39-020,Graceilvan Scott,female,31,65397.6,HR Specialist,Nashville,salary,5,18000.01,False,True,False,none,graceilvanscott.b390@outlook.com,7809269102
B78-0013,Noah,male,63,125718.5,Consultant,Miami,premium,25,310189.66,True,True,True,negative,noah.b780@mail.com,7416877204
B62-014,Charlotte Anderson,male,29,55380.9,Data Analyst,Chicago,salary,2,26850.55,False,True,True,positive,charlotteanderson.b620@gmail.com,8780097701
B0-004,M Anderson Perezs,male,50,131686.1,Accountant,Chicago,salary,12,124136.59,False,True,True,negative,mandersonperezs.b000@gmail.com,8612773563
B46-011,K Gel Lee,female,29,47325.4,Teacher,Chicago,salary,4,9982.0,False,True,False,negative,kgellee.b460@outlook.com,9234794276
B17-CUST013678,David,male,41,67000.5,Business Owner,Las Vegas,premium,17,57898.51,True,True,True,negative,david.b17c@outlook.com,9473317547
B62-011,Sartoria White,female,46,57224.9,Event Planner,Orlando,premium,8,54662.7,True,True,True,positive,sartoriawhite.b620@mail.com,9504473926
B82-005,B1Hnreen,male,29,43735.1,Marketing Specialist,Austin,premium,4,8000.51,False,True,True,negative,b1hnreen.b820@outlook.com,8871844645
B3-CUST014,Elpha Walker,female,42,51335.6,Nurse,Boston,salary,4,6027.11,False,True,False,negative,elphawalker.b3cu@gmail.com,9570903616
CUST000018,De C0Lander,female,31,68728.0,Accountant,Houston,savings,5,14000.05,False,True,True,positive,dec0lander.b610@yahoo.com,9123558131
B25-04562,Benjamin Harris,female,37,68705.1,Nurse,San Jose,current,6,12000.26,False,True,False,negative,benjaminharris.b250@yahoo.com,9284938397
B48-011,S Martin,male,63,110000.0,Intern,Houston,current,20,319363.5,True,True,True,positive,smartin.b480@yahoo.com,9985453002
B1-017,Ethan Moore,male,45,79010.0,Engineer,San Francisco,current,12,151110.27,True,True,True,positive,ethanmoore.b101@yahoo.com,8307377646
B49-0122,Eois,male,47,56000.2,Engineer,San Diego,salary,9,25000.25,False,True,False,none,eois.b490@outlook.com,8344205315
B63-CUST001,Emma N Davis,male,63,125285.0,Consultant,Austin,current,25,69858.41,False,True,True,positive,emmandavis.b63c@yahoo.com,8301960199
B90-016,Ameliaat,male,40,65076.3,Entrepreneur,San Jose,current,9,22000.09,True,True,True,negative,ameliaat.b900@gmail.com,8441905987
B91-0467717,Amelia Thomas,female,32,56000.4,Marketing Manager,San Francisco,current,5,25000.07,False,True,False,none,ameliathomas.b910@gmail.com,7522297081
B41-045678,William Young,female,24,44799.1,Marketing Manager,San Francisco,savings,4,15000.36,False,True,False,positive,williamyoung.b410@mail.com,7295410919
B2-003,James Davis,male,38,54893.0,Accountant,Detroit,current,3,36092.42,False,False,False,none,jamesdavis.b200@mail.com,7464611484
B40-100343Se,Evelyn Lee,female,43,77032.5,Nurse,Miami,current,11,28385.3,False,True,False,none,evelynlee.b401@mail.com,7292778844
B53-012,Jacob,female,29,40723.3,Graphic Designer,Portland,current,3,22000.08,False,True,False,negative,jacob.b530@outlook.com,8492082988
B20-CUST018,Karvansner,male,45,81220.6,Financial Advisor,Chicago,current,12,116930.24,True,True,False,negative,karvansner.b20c@yahoo.com,7904770365
B57-006,Samuelitor W,female,32,53025.2,Legal Advisor,Orlando,savings,4,16623.45,False,True,False,none,samuelitorw.b570@outlook.com,9451490651
B32-CUST017,David Smith,male,26,34121.6,Retired,Los Angeles,premium,22,406209.97,False,True,True,positive,davidsmith.b32c@gmail.com,9199925780
B66-0304356,Ava Browng,female,39,63010.6,HR Specialist,San Diego,salary,9,16129.98,False,True,False,none,avabrowng.b660@mail.com,8852944769
B43-CUST003-020,Mia Lopez,male,60,120940.0,Retired,Boston,premium,20,60727.34,True,True,True,negative,mialopez.b43c@mail.com,8453467383
B47-007,Evelyn Martinez,female,41,127368.7,Marketing Specialist,Jacksonville,salary,5,20626.53,False,True,False,none,evelynmartinez.b470@mail.com,8544762261
B93-004,Johnathan Smith,female,29,47221.5,Data Analyst,Chicago,salary,3,8000.16,False,True,False,negative,johnathansmith.b930@mail.com,9136703864
B61-CUST2,Samuel Wh,male,60,95000.0,Professor,San Diego,salary,15,45182.15,True,True,True,positive,samuelwh.b61c@mail.com,9935051254
B39-009,James Anderson,female,42,58856.0,HR Specialist,Columbus,savings,9,16663.48,False,False,True,none,jamesanderson.b390@yahoo.com,9508053186
B35-007,Darper Smith,female,55,95000.0,Professor,San Jose,current,17,27121.47,True,True,False,none,darpersmith.b350@gmail.com,9985848350
B12-CUST002,Olivia Brown,male,33,58430.6,Teacher,Boston,current,5,9863.7,False,True,False,none,oliviabrown.b12c@outlook.com,8891405077
B25-020,Rathyen,male,52,95000.0,Financial Advisor,San Francisco,salary,4,28126.27,True,True,True,negative,rathyen.b250@gmail.com,7841914911
B48-CUST002,Nuuy T_Id,male,47,60384.6,Sales Executive,Miami,savings,12,17775.53,True,True,True,positive,nuuytid.b48c@mail.com,9417521653
B72-CUST0093,David Martinez,male,50,93969.5,Data Scientist,Atlanta,premium,13,30908.47,True,True,True,negative,davidmartinez.b72c@yahoo.com,9818942211
B64-010,Amelia T,female,37,75983.0,Legal Advisor,Dallas,savings,3,9972.1,False,True,False,none,ameliat.b640@mail.com,9810808951
B99-013,Samuel Scott,female,31,73000.0,Consultant,Denver,salary,6,27352.84,False,True,True,negative,samuelscott.b990@mail.com,7576503520
B70-CUST007,Liam Miller,male,41,58753.8,Event Planner,Columbus,current,8,10636.45,False,True,False,none,liammiller.b70c@outlook.com,8503897715
B42-005,Oliver Lee,female,40,68833.5,Product Manager,San Francisco,current,9,21434.78,False,True,False,positive,oliverlee.b420@gmail.com,9981172207
B35-004,Ava Moore,male,46,60184.2,Consultant,San Francisco,premium,9,40066.41,True,True,True,positive,avamoore.b350@mail.com,7757471316
B36-010,Emily Puerez,female,35,55298.1,Marketing Manager,Chicago,savings,5,38813.14,False,True,False,none,emilypuerez.b360@outlook.com,8249711660
B101-03789,Elijah Robinson,female,23,42388.1,Student,Miami,current,3,8828.56,False,False,False,none,elijahrobinson.b101@yahoo.com,8391510556
B57-CUST002,Amelia Martin,female,31,46774.1,Research Scientist,Boston,salary,9,9742.27,False,True,False,none,ameliamartin.b57c@gmail.com,9843328272
B71-1007,Roaher,male,41,37347.5,Sales Executive,Seattle,savings,10,103024.73,False,False,False,none,roaher.b711@outlook.com,9353638488
B92-007,Isabella Taylor,female,32,52710.7,Graphic Designer,Los Angeles,savings,6,15000.06,False,True,False,none,isabellataylor.b920@outlook.com,9197348316
David0-003,R Hernandez,female,39,68713.7,HR Specialist,Austin,savings,3,21845.5,False,True,True,positive,rhernandez.davi@mail.com,9749872487
B58-018,Marage,male,32,58844.6,Accountant,Orlando,current,5,43344.96,False,True,False,none,marage.b580@gmail.com,7344082708
B99-0205o,Samuel Wilson,male,32,56000.1,Software Engineer,San Francisco,savings,5,15000.14,False,True,True,positive,samuelwilson.b990@gmail.com,7874109341
B18-02134,Ava Miller,female,22,36140.2,Marketing Specialist,Austin,current,3,5651.25,False,False,False,negative,avamiller.b180@gmail.com,7877024403
B35-CUST008,Cerez,male,50,95000.0,Architect,Columbus,premium,22,206714.35,False,True,True,positive,cerez.b35c@mail.com,7446761544
B6-007892,Ava Thomas,male,55,129225.2,Manager,Los Angeles,current,14,290888.8,True,True,True,positive,avathomas.b600@outlook.com,8754930899
B4-1011,Grace Kim,male,55,95000.0,Manager,Atlanta,current,12,63491.83,True,True,True,positive,gracekim.b410@outlook.com,7773998962
B42-014,Ric Smith,female,27,58624.5,Content Writer,San Francisco,savings,3,6048.14,False,True,False,none,ricsmith.b420@gmail.com,7273180047
B85-0013,Isabella Scott,female,33,64235.2,Research Scientist,Boston,salary,4,11686.67,False,True,False,none,isabellascott.b850@gmail.com,8748945756
B52-003,Mia Moore,male,52,73000.1,Mechanical Engineer,Dallas,premium,14,25078.87,True,True,True,positive,miamoore.b520@gmail.com,7759153194
B48-1011,Ava Hernandez,male,53,58927.3,Accountant,Boston,salary,3,40169.03,False,True,True,negative,avahernandez.b481@mail.com,9431260226
B52-009,William,female,39,55499.9,Sales Manager,San Diego,current,6,15000.38,False,True,False,none,william.b520@gmail.com,9191566381
B45-0232,Ethan Kim,female,42,61274.1,Lawyer,Miami,premium,10,395979.08,True,True,True,negative,ethankim.b450@outlook.com,8636188667
B73-10013H,Emily Gon,male,28,30028.4,Manager,Philadelphia,savings,4,15000.45,False,False,False,negative,emilygon.b731@yahoo.com,8660204266
B44-004345,Sophia Patel,female,27,41000.1,Nurse,Denver,savings,2,7229.33,False,True,False,positive,sophiapatel.b440@outlook.com,8431901985
B14-009,Oliviaie Adgha,male,36,68353.2,Software Developer,Austin,current,4,20177.01,False,True,True,none,oliviaieadgha.b140@mail.com,9527962015
CUST000019,Olivia Patell,male,52,95000.0,Accountant,Chicago,premium,15,490792.26,True,True,True,negative,oliviapatell.b780@mail.com,9362709855
B88-1000,William Miller,female,24,31367.7,Graphic Designer,Las Vegas,savings,5,8000.21,False,True,False,none,williammiller.b881@outlook.com,9461416606
B60-CUST005,Henry Walker,male,52,130759.7,Engineer,Seattle,current,9,17842.92,False,False,True,none,henrywalker.b60c@outlook.com,9289254785
B19-CUST004,Charlotte Carter,male,31,55538.0,Consultant,Charlotte,salary,3,405155.97,False,True,False,none,charlottecarter.b19c@outlook.com,8516589695
B94-CUST006,Michael Lee,female,29,47643.8,Marketing Manager,Los Angeles,savings,3,9851.76,False,True,False,negative,michaellee.b94c@outlook.com,8113623481
B56-03,Roeg H Nia,male,55,102000.5,Business Owner,New York,current,12,150522.95,True,True,True,none,roeghnia.b560@yahoo.com,8975472389
B3-CUST001,Liam Patel,male,45,68416.1,Project Manager,Atlanta,current,9,18000.3,False,True,True,none,liampatel.b3cu@yahoo.com,8574055218
CUST000020,Ava Taylor,male,60,75864.6,Retired,San Diego,premium,15,30516.56,False,True,True,negative,"}0, @outlook.com",9169062922
B29-046656,Williamph,female,34,66708.9,Graphic Designer,Detroit,savings,7,15000.35,False,True,True,positive,williamph.b290@mail.com,7378198517
B54-016,Reiaic Wilson,male,47,82356.6,IT Consultant,San Diego,salary,3,10378.24,False,True,False,negative,reiaicwilson.b540@yahoo.com,9853047384
B67-0014,Ava Young,male,60,90259.1,Business Owner,Denver,current,12,50541.27,True,True,True,positive,avayoung.b670@mail.com,8337306431
CUST000021,Benjamin Ngel,female,23,29989.8,Intern,Miami,salary,1,3042.76,False,False,False,none,benjaminngel.b780@yahoo.com,7413195663
B101-CUST000,C White,male,42,88000.2,IT Specialist,Denver,savings,10,40007.68,True,True,True,positive,cwhite.b101@gmail.com,7608604956
B39-0020,Rales Ms,male,54,102000.6,Product Manager,Chicago,premium,20,40458.78,True,True,True,positive,ralesms.b390@mail.com,7313220881
B11-017894,Alice,male,33,85664.6,Retired,Indianapolis,premium,6,150901.7,False,True,True,none,alice.b110@outlook.com,8393815083
B78-009,Sadtorarlakger,female,27,85481.3,Content Writer,San Diego,salary,3,9806.8,False,True,False,none,sadtorarlakger.b780@mail.com,7182107711
B32-03012,Jack White,male,50,88000.0,Retired,Columbus,savings,14,25000.24,True,True,True,positive,jackwhite.b320@yahoo.com,8883929551
B32-CUST013,Oliver Kim,male,37,61865.6,Sales Executive,San Jose,premium,7,211418.87,False,True,True,none,oliverkim.b32c@gmail.com,7200548438
B83-010,K Scott,female,36,77122.8,Legal Advisor,Dallas,salary,9,9634.79,False,True,False,none,kscott.b830@outlook.com,9786903813
B80-006,Saruans,other,27,52369.0,Event Planner,Jacksonville,salary,3,7095.22,False,True,False,none,saruans.b800@mail.com,7147582693
B79-004,Sophia Thomas,female,27,37029.3,UX Designer,Denver,savings,3,13153.07,False,True,False,none,sophiathomas.b790@yahoo.com,8749130885
B3,B19-Cust015,male,63,95000.0,Retired,San Diego,current,20,20537.35,False,False,True,positive,b19cust015.b3@mail.com,7806748177
B101-05345,Natic Scott,female,26,42187.1,Journalist,Miami,savings,3,8000.2,False,False,False,none,naticscott.b101@mail.com,8896423400
B61-043,Ella Rodriguez,male,44,60997.1,Professor,Raleigh,current,11,27044.27,True,True,False,none,ellarodriguez.b610@mail.com,8828652870
B74-0003,Jack Martinez,female,39,68419.2,Marketing Manager,Columbus,salary,9,18000.12,False,True,False,negative,jackmartinez.b740@yahoo.com,8341385224
B34-CUST019,Eliah_Id,female,26,41000.1,Legal Advisor,Washington,current,3,4872.22,False,True,False,none,eliahid.b34c@gmail.com,8848822773
B61-1009,Oliver Davis,female,31,58228.1,Nurse,San Francisco,savings,5,18000.32,False,True,False,none,oliverdavis.b611@mail.com,7530207637
B61-015,Danielelson,female,46,61572.5,Data Scientist,San Jose,savings,14,88460.15,True,True,False,negative,danielelson.b610@outlook.com,8912820554
B13-014,Sophia Anderson,female,31,58629.7,Graphic Designer,Orlando,current,4,13181.02,False,True,False,positive,sophiaanderson.b130@outlook.com,8486548346
B89-15,Jack Lee,male,42,72000.0,Sales Executive,Chicago,current,8,30332.41,True,True,False,none,jacklee.b891@gmail.com,8322373721
B92-012,Ethanph Brown,male,36,67000.0,Professor,Philadelphia,savings,9,13077.49,False,True,False,negative,ethanphbrown.b920@yahoo.com,7699028364
B70-018,V Scottoesyen,male,50,84199.6,Accountant,Boston,premium,14,30799.39,True,True,True,positive,vscottoesyen.b700@mail.com,8371826558
B98-CUST017,Amelia Lee,male,52,131929.8,Engineer,Atlanta,premium,16,306227.7,True,True,True,positive,amelialee.b98c@outlook.com,9985688242
B67-0014001,Ava_Loan,female,33,68804.9,Marketing Manager,Denver,current,15,17666.46,False,True,False,none,avaloan.b670@mail.com,8144837072
B94-002997J3,Mictoria Rodriguez,male,27,41000.0,Intern,Charlotte,savings,2,3135.21,False,True,False,none,mictoriarodriguez.b940@yahoo.com,8519947154
B28-CUST011,Liam Young,female,34,47020.8,Product Manager,San Francisco,current,6,20665.88,False,True,True,positive,liamyoung.b28c@gmail.com,9339866299
B19-0256678,Isabellaeh,female,47,73000.0,Lawyer,San Diego,salary,11,40152.94,False,True,True,negative,isabellaeh.b190@yahoo.com,9445094632
B36-011,Michael Robinson,female,27,41000.0,Event Planner,Philadelphia,savings,2,11388.85,False,True,False,none,michaelrobinson.b360@mail.com,8107511947
B12-010,Daniel Clark,female,42,48000.1,HR Manager,Atlanta,salary,2,6027.19,False,True,False,negative,danielclark.b120@yahoo.com,9631750012
B4-13,K Lee,male,36,49385.4,Data Analyst,San Diego,savings,3,10861.27,False,True,True,positive,klee.b413@mail.com,7766228109
B36-018,Michael Patel,male,46,57045.6,Software Developer,Chicago,premium,8,210870.42,True,True,True,positive,michaelpatel.b360@yahoo.com,7361943360
B73-CUST007,Liam G Johnson,male,26,43842.8,Graphic Designer,Austin,salary,2,8000.31,False,True,False,negative,liamgjohnson.b73c@yahoo.com,9465964641
B6-CUST5678,Charlotte Plerez,other,25,29000.0,Nurse,Miami,savings,5,8000.13,False,True,False,none,charlotteplerez.b6cu@mail.com,9296622643
B49-016,Sarisgghlanat,female,23,38000.2,Nurse,Portland,salary,4,12000.0,False,True,False,none,sarisgghlanat.b490@gmail.com,9406513265
B6-013,Evelynph Nguyer,female,38,65024.4,Business Analyst,San Jose,current,9,17880.93,True,True,True,negative,evelynphnguyer.b601@outlook.com,9892275641
B79-024,Aleor Nganue,female,34,54425.3,Marketing Specialist,Houston,savings,2,15000.33,False,True,False,none,aleornganue.b790@gmail.com,9564336992
B17-018,Emma Moore,male,60,72000.2,Retired,Phoenix,savings,20,18000.05,True,False,True,none,emmamoore.b170@yahoo.com,7113872632
B16-005,Licoee Pgy,male,55,102000.3,Business Owner,Chicago,savings,15,116210.83,True,True,True,positive,licoeepgy.b160@mail.com,8472799883
B41-015,Piey Martinez,male,50,53462.7,Doctor,Charlotte,salary,16,122347.39,True,True,True,positive,pieymartinez.b410@mail.com,8653160059
B766-0013,Meganen,female,26,70312.5,Research Scientist,Denver,salary,4,9727.12,False,True,False,none,meganen.b766@gmail.com,9379782478
B214-000120,B5E,female,38,75837.2,Legal Advisor,Las Vegas,current,7,45181.09,True,True,True,negative,b5e.b214@outlook.com,9811417527
B50-CUST008,Danipergs,female,37,41000.1,Research Scientist,Jacksonville,current,5,9950.87,False,False,False,negative,danipergs.b50c@outlook.com,9635700402
B23-1001,Aluy Garcia,female,23,46161.7,Content Writer,Detroit,savings,4,9503.8,False,True,False,none,aluygarcia.b231@yahoo.com,9909805593
B93-05012,Mia Anderson,female,29,47854.6,Software Engineer,New York,savings,5,3064.11,False,True,True,positive,miaanderson.b930@yahoo.com,8623598940
B55-012,Ethan Garcia,female,34,56000.0,Graphic Designer,Seattle,savings,8,12000.19,False,True,False,none,ethangarcia.b550@outlook.com,9556735870
B50-02012,Ava Brown,male,28,46422.4,Entrepreneur,Dallas,current,3,19253.3,False,True,False,negative,avabrown.b500@outlook.com,7126079918
B56-CUST001,Jack Wilson,female,45,68706.7,Software Engineer,Seattle,savings,8,60845.62,True,False,True,negative,jackwilson.b56c@gmail.com,9316876652
B45-012,Michael Wilson,female,32,62000.0,HR Manager,Charlotte,salary,8,17861.83,True,True,False,positive,michaelwilson.b450@mail.com,7751787702
B43-0299,Michael White,male,47,92794.1,Software Developer,Chicago,current,10,20402.23,False,False,True,none,michaelwhite.b430@mail.com,8665407828
B22-010,Benjamin Miller,male,47,69243.0,Architect,Portland,current,10,24879.27,False,True,False,positive,benjaminmiller.b220@yahoo.com,9451525359
B40-6345,Sarah Johnson,male,29,48000.4,Content Writer,Austin,savings,3,8000.31,False,False,False,none,sarahjohnson.b406@outlook.com,8682144048
B81-CUST005,Grace Martinez,male,33,52397.1,Data Analyst,San Diego,salary,8,18306.84,False,True,True,negative,gracemartinez.b81c@mail.com,9760518085
B21-CUST008,So W T Pgyen,male,45,85996.9,Nurse,Houston,savings,10,30664.55,True,False,False,none,sowtpgyen.b21c@gmail.com,9759357480
B39-012,Michael_Customers,male,56,85377.8,Architect,Boston,savings,10,214008.38,True,True,True,negative,michaelcustomers.b390@yahoo.com,7131223539
B12-00224,Emma T Davis,male,35,85445.8,Doctor,San Francisco,salary,5,23448.49,False,True,False,none,emmatdavis.b120@outlook.com,7709708288
B43-04016,Mara Walker,male,38,78000.2,Entrepreneur,San Jose,current,10,28543.63,True,True,False,negative,marawalker.b430@yahoo.com,9577623778
B101-CUST00610,Ethanph Wer,male,23,36138.6,Intern,Houston,savings,1,3043.26,False,False,False,none,ethanphwer.b101@outlook.com,9236761621
B76-01001,Marreor Wilson,female,44,72000.3,Legal Advisor,Austin,savings,10,62112.22,False,True,False,none,marreorwilson.b760@gmail.com,9535144881
B14-CUST0101,Emma Lewis,male,47,78000.2,Operations Manager,Detroit,current,14,20054.63,True,True,True,negative,emmalewis.b14c@gmail.com,7464233186
B15-013,K Brown,female,28,29344.0,Marketing Specialist,Denver,savings,4,8000.11,False,False,False,none,kbrown.b150@outlook.com,9260050619
B13-CUST003,Matiaa Martinez,female,31,67000.3,HR Specialist,Philadelphia,salary,7,27047.43,False,True,False,none,matiaamartinez.b13c@outlook.com,7998895649
B42-001334,Elar.1H,other,62,95000.0,Student,Columbus,premium,15,301317.45,True,True,True,positive,elar1h.b420@yahoo.com,7130109383
B75-016,Grace Johnson,female,39,73000.1,Sales Manager,Las Vegas,premium,5,54225.87,True,True,True,positive,gracejohnson.b750@yahoo.com,7821961795
B46-10000566,Oliver N Plat,female,24,62000.2,Research Scientist,Phoenix,premium,5,30464.58,False,True,True,negative,olivernplat.b461@outlook.com,9426662725
B72-017,Charlotte S Anderson,female,34,57240.7,Pharmacist,San Francisco,savings,8,10685.72,False,True,False,none,charlottesanderson.b720@outlook.com,9149686586
B75-014,David Miller,male,36,75733.9,Software Developer,Boston,current,9,12000.04,False,True,False,none,davidmiller.b750@gmail.com,9687129776
B26-015,Lt,female,33,47539.6,Chef,Dallas,savings,5,9401.42,False,True,False,none,lt.b260@gmail.com,7919930706
B96-018,So Lee,male,52,36324.5,Engineer,Denver,premium,14,50167.98,True,True,True,none,solee.b960@gmail.com,8903624386
B78-100172,} Pis,male,60,98877.0,Retired,Philadelphia,current,25,151534.08,False,True,False,negative,pis.b781@outlook.com,8204151862
B79-0013,Nameia,male,55,90854.1,Lawyer,Seattle,premium,16,185990.14,True,True,True,positive,nameia.b790@mail.com,7982902696
B64-02,Benjamin Hernandez,male,58,88000.2,Professor,Columbus,premium,17,326928.92,True,True,True,negative,benjaminhernandez.b640@yahoo.com,9373309410
B28-CUST0176,Olivia Hnall,male,60,72000.1,Retired Executive,Detroit,premium,25,185634.9,True,True,True,positive,oliviahnall.b28c@outlook.com,8554375836
B44-043675,Amelia King,female,33,55371.2,Accountant,Nashville,salary,4,3154.96,False,True,False,none,ameliaking.b440@gmail.com,8527341480
B70-020561,M Clark,female,31,47914.3,Marketing Specialist,Chicago,savings,4,12000.01,False,False,False,none,mclark.b700@outlook.com,9401393237
B53-005,Sophia Gukg,female,47,77008.6,HR Specialist,Philadelphia,savings,9,12000.32,True,True,False,negative,sophiagukg.b530@mail.com,7813985262
B96-00120,James Kim,male,47,87000.0,Project Manager,Charlotte,current,9,57883.49,False,True,True,positive,jameskim.b960@yahoo.com,7120674692
B0-CUST014,Jack Patel,female,29,41000.0,Research Scientist,Fort Worth,salary,4,10170.3,False,True,True,none,jackpatel.b0cu@mail.com,9493357033
CUST000023,Benjamin Martin,male,31,72000.1,Accountant,Phoenix,savings,5,15000.38,False,False,True,none,"b96,@outlook.com",9542111001
B61-011,Isabella Hernandez,female,38,65321.2,Architect,Indianapolis,current,7,15000.36,False,True,False,none,isabellahernandez.b610@outlook.com,8847441910
B-CUST008,Jacobai Pei,female,27,39955.7,Marketing Manager,Portland,current,4,6067.54,False,True,False,none,jacobaipei.bcus@gmail.com,8770299119
B30-014,Ch We Martin,female,55,95000.0,Data Scientist,Austin,current,25,60384.1,True,True,True,positive,chwemartin.b300@yahoo.com,9522413291
